CP_ID;Product_type;Product_name;Markets;Serving_size;Energy.kcal;Proteins.g;Carbohydrates.g;Sugars.g;Add_sugars.g;Fat.g;Saturated_fat.g;Trans_fat.g;Cholesterol.mg;Fibre.g;Sodium.mg;Total_whole;Vitamin_D.mcg;Vitamin_C.mg;Vitamin_B1.mg;Vitamin_B2.mg;Vitamin_B3.mg;Vitamin_B6.mg;Vitamin_B9.mcg;Vitamin_B5.mg;Vitamin_B12.mcg;Vitamin_B8.mg;Vitamin_A.mg;Vitamin_E.mg;Calcium.mg;Iron.mg;Zinc.mg;Phosphorus.mg;Selenium.mg;Magnesium.mg;Region;volume
CP_320;BAR; FITNESS Chocolate Bar;Mexico,Chile,Mexico,Colombia,Mexico,Peru,Peru,Peru,Dominican Rep.,Caribbean,Caribbean,Trinidad,Tobago,Trinidad,Tobago,Trinidad,Tobago,Jamaica;23,5;367;5,7;68,5;27,8;27,8;7,7;4,9;0,05;0;5,8;321;21,8;0,23;0;0,81;0,73;9,18;0,86;153;4,23;0;0;0;0;802;7,76;7,15;0;0;0;LATAM;333,4033067
CP_321;BAR; FITNESS Crunchy Caramel Bar;Chile,Mexico,Colombia,Dominican Rep.,Jamaica;23,5;370;5,5;69,7;29,3;29,3;7,6;4,9;0,05;0,9;5,2;325;21,5;0,32;0;0,77;0,7;8,81;0,83;147;4,06;0;0;0;0;706;7,34;6,85;0;0;0;LATAM;123,886513
CP_322;BAR;FITNESS Natural bar;Mexico,Chile,Dominican Rep.,Jamaica;23,5;361;5,8;67,4;20,5;20,5;7,5;3,5;0,07;0;6;387;26,1;0;0;1,02;0,92;11,6;11,6;192;5,32;0;0;0;0;669;9,46;9;0;0;0;LATAM;46,53230225
CP_323;BAR; NESQUIK Bar;Mexico,Mexico,Dominican Rep.,Caribbean,Trinidad,Tobago,Jamaica;25;413;5,2;66;36,6;36,6;12,9;6,7;0,08;2,4;2,7;215;21;2,67;0;0,38;0,42;4,18;0,44;76,9;2,2;0;0;0;0;642;4,87;3,56;0;0;0;LATAM;75,288054
CP_324;BAR;FITNESS Strawberry & Cranberry Bar;Russian Fed.,Greece,Romania,Poland,Kazakhstan,Czech Republic,Italy & Malta,Israel,Baltics & Balkans & Exports,Finland,Russia exports (Georgia, Armenia, Belarus, Uzbekistan),Slovakia,Russia others;23,5;403;6,2;64,6;27,6;27,6;11,3;7,7;0,09;0;5;253;26,3;0;0;0;1,5;15,3;1,41;220;5,66;0;0;0;0;1274;12,3;0;0;0;0;EUR;246,3865437
CP_325;BAR;FITNESS Apricot & Peach Bar;Russian Fed.,Greece,Romania,Poland,Israel,Baltics & Balkans & Exports,Kazakhstan,Russia exports (Georgia, Armenia, Belarus, Uzbekistan),Russia others;23,5;402;6,5;64,2;27,1;27,1;11,2;7,7;0,09;0;5;264;27,9;0;0;0;1,43;14,9;1,33;210;5,6;0;0;0;0;1268;15;0;0;0;0;EUR;196,2116949
CP_326;RTE;OAT CRISP Honey;Chile;30;381;7,9;73,5;15;15;6,1;0,9;0,02;0;5,4;309;58,5;0;0;1;0,9;11,1;1,13;141;5,75;0;0;0;0;937;10,5;9;0;0;0;LATAM;158,4689508
CP_327;RTE;OAT CRISP Chocolate;Chile;30;372;8,9;67,2;15;15;7,5;1,5;0,03;0,1;7,7;379;52;0;0;1;0,8;9,3;0,93;117;4,7;0;0;0;0;1250;13,1;8;0;0;0;LATAM;155,476206
CP_328;RTE;CHOCAPIC Crush;France,Portugal,Spain,French Polynesia;30;426;7,5;62,6;25;25;14,6;3,1;0,19;0;6,2;290;27;0;0;0;0,97;9,2;0,99;106;3,66;0;0;0;0;1159;13;0;0;0;0;EUR,AMA;858,4658017
CP_329;GRA;NESQUIK Granola;Germany,Poland,Hungary,Czech Republic,Austria,Switzerland,Baltics & Balkans & Exports,Switzerland,Slovakia;45;432;9;62,2;21,6;21,6;14,6;2,2;0,1;0;7,7;68;59,5;0;0;0;0;0;0;0;0;0;0;0;0;470;7,01;0;0;0;0;EUR;305,7514953
CP_330;GRA;CINI MINIS Granola;Germany,Poland,Hungary,Austria,Czech Republic,Baltics & Balkans & Exports,Slovakia,Switzerland;45;411;8,2;70,8;20,5;20,5;9,3;1,2;0,06;0;5,7;127;64;0;0;0;0;0;0;0;0;0;0;0;0;410;0;0;0;0;0;EUR;365,2569687
CP_331;GRA;LION Granola;Germany,Poland,Austria,Hungary,Czech Republic,Baltics & Balkans & Exports,Switzerland,Slovakia,Switzerland;45;409;9,7;67,2;25,8;25,8;9,7;2,3;0,07;0;6,6;115;18,2;0;0;0;0;0;0;0;0;0;0;0;0;423;0;0;0;0;0;EUR;383,5128192
